ra,ano,fase,turma,nome,idade,genero,ano_ingresso,instituicao,pedra,inde,iaa,ieg,ips,ipp,ida,nota_matematica,nota_portugues,nota_ingles,indicado_bolsa,atingiu_pv,ipv,ian,fase_ideal,defasagem,fase_num,fase_ideal_num,pedra_padrao,instituicao_padrao,iaa_original,ipv_original,defasagem_original,defasagem_calculada,genero_inconsistente,ano_ingresso_inconsistente,idade_inconsistente
RA-202,2024,5C,5C,Aluno-202,16,Feminino,2021,Pública,Ametista,7.3512154762,8.334,7.880952381,6.26,7.65625,7.5,8.5,6.0,8.0,,,7.75,5.0,Fase 6 (2° EM),-1,5,6,Ametista,Pública,8.334,7.75,-1,-1,False,True,False
RA-1176,2024,5C,5C,Aluno-1176,14,Masculino,2023,Privada - Programa de Apadrinhamento,Topázio,8.914816269866666,8.751,9.682539682666667,6.26,8.59375,9.166666666666666,10.0,8.0,9.5,,,8.9225,10.0,Fase 4 (9° ano),1,5,4,Topázio,Privada - Programa de Apadrinhamento,8.751,8.9225,1,1,False,False,False
RA-1177,2024,5C,5C,Aluno-1177,15,Feminino,2023,Pública,Topázio,8.3233039474,8.751,9.824561403666666,6.26,7.65625,7.333333333333333,9.5,5.5,7.0,,,8.125,10.0,Fase 5 (1° EM),0,5,5,Topázio,Pública,8.751,8.125,0,0,False,False,False
RA-146,2024,5D,5D,Aluno-146,17,Feminino,2022,Pública,Topázio,8.134554885333333,8.751,9.514316093333333,5.635,7.65625,9.333333333333334,9.0,9.0,10.0,,,8.304,5.0,Fase 7 (3° EM),-2,5,7,Topázio,Pública,8.751,8.304,-2,-2,False,False,False
RA-1199,2024,5D,5D,Aluno-1199,18,Masculino,2023,Concluiu o 3º EM,Ametista,7.614235714266666,7.5,8.571428571333334,5.005,6.5625,9.0,10.0,7.0,10.0,,,8.466,5.0,Fase 7 (3° EM),-2,5,7,Ametista,Concluiu o 3º EM,7.5,8.466,-2,-2,False,False,False
RA-1178,2024,5D,5D,Aluno-1178,17,Masculino,2023,Pública,Topázio,8.0934746032,8.751,9.682539682666667,6.26,7.5,8.333333333333334,9.0,8.0,8.0,,,8.696,5.0,Fase 6 (2° EM),-1,5,6,Topázio,Pública,8.751,8.696,-1,-1,False,False,False
RA-149,2024,5D,5D,Aluno-149,17,Feminino,2022,Pública,Quartzo,5.7316173854,9.585,4.104378593666667,6.26,7.34375,3.8333333333333335,0.0,6.5,5.0,,,6.626,5.0,Fase 7 (3° EM),-2,5,7,Quartzo,Pública,9.585,6.626,-2,-2,False,False,False
RA-1605,2024,5D,5D,Aluno-1605,16,Masculino,2024,Pública,Quartzo,4.920488888866667,0.0,5.0694444443333335,7.51,7.5,2.5,0.0,7.5,0.0,,,7.028,5.0,Fase 6 (2° EM),-1,5,6,Quartzo,Pública,0.0,7.028,-1,-1,False,False,False
RA-107,2024,5D,5D,Aluno-107,16,Feminino,2021,Pública,Agata,6.676130827066667,7.5,7.9949874686666655,7.51,7.5,4.666666666666667,0.0,4.5,9.5,,,6.964,5.0,Fase 6 (2° EM),-1,5,6,Ágata,Pública,7.5,6.964,-1,-1,False,True,False
RA-184,2024,5D,5D,Aluno-184,14,Masculino,2021,Privada - Programa de Apadrinhamento,Topázio,8.471456704266666,8.751,8.696741854666667,6.26,7.96875,8.166666666666666,9.5,5.0,10.0,,,9.004,10.0,Fase 4 (9° ano),1,5,4,Topázio,Privada - Programa de Apadrinhamento,8.751,9.004,1,1,False,True,True
RA-1606,2024,5D,5D,Aluno-1606,17,Feminino,2024,Pública,Quartzo,5.8216796296,8.334,5.148148148,7.51,7.8125,2.5,7.5,0.0,0.0,,,7.132,5.0,Fase 7 (3° EM),-2,5,7,Quartzo,Pública,8.334,7.132,-2,-2,False,False,False
RA-1607,2024,5D,5D,Aluno-1607,16,Masculino,2024,Pública,Quartzo,4.899894444466667,5.833,6.222222222333333,5.635,6.5625,0.0,,0.0,0.0,,,6.762,5.0,Fase 6 (2° EM),-1,5,6,Quartzo,Pública,5.833,6.762,-1,-1,False,False,False
RA-1608,2024,5D,5D,Aluno-1608,15,Masculino,2024,Pública,Ametista,7.072539814866667,8.751,7.199074074333335,7.51,6.40625,5.0,8.5,3.5,3.0,,,6.83,10.0,Fase 5 (1° EM),0,5,5,Ametista,Pública,8.751,6.83,0,0,False,False,False
RA-1173,2024,5D,5D,Aluno-1173,15,Masculino,2023,Pública,Topázio,8.220132915666667,9.168,9.665831245,7.51,8.125,5.833333333333333,6.0,7.5,4.0,,,8.2,10.0,Fase 5 (1° EM),0,5,5,Topázio,Pública,9.168,8.2,0,0,False,False,False
RA-237,2024,5F,5F,Aluno-237,16,Feminino,2022,Privada - Programa de Apadrinhamento,Ametista,7.931384271366667,8.751,9.689754689666666,6.26,7.916666667,7.666666666666667,6.0,7.0,10.0,,,8.336666667,5.0,Fase 6 (2° EM),-1,5,6,Ametista,Privada - Programa de Apadrinhamento,8.751,8.336666667,-1,-1,False,False,False
RA-147,2024,5F,5F,Aluno-147,16,Feminino,2022,Pública,Ametista,7.400477922133334,8.334,9.277056277,7.51,7.5,6.166666666666667,6.0,2.5,10.0,,,7.386666667,5.0,Fase 6 (2° EM),-1,5,6,Ametista,Pública,8.334,7.386666667,-1,-1,False,False,False
RA-131,2024,5F,5F,Aluno-131,17,Feminino,2021,Pública,Ametista,7.263155555633333,8.751,9.444444444666667,7.51,7.708333333,5.0,4.0,5.0,6.0,,,7.386666667,5.0,Fase 7 (3° EM),-2,5,7,Ametista,Pública,8.751,7.386666667,-2,-2,False,True,False
RA-1609,2024,5F,5F,Aluno-1609,17,Feminino,2024,Pública,Ametista,7.577233333233334,8.334,9.666666666666666,7.51,7.708333333,6.0,6.0,4.0,8.0,,,7.943333333,5.0,Fase 7 (3° EM),-2,5,7,Ametista,Pública,8.334,7.943333333,-2,-2,False,False,False
RA-137,2024,5F,5F,Aluno-137,18,Feminino,2021,Concluiu o 3º EM,Agata,6.576761183366667,9.585,7.582972583,5.005,4.791666667,6.833333333333333,2.0,8.5,10.0,,,6.276666667,5.0,Fase 7 (3° EM),-2,5,7,Ágata,Concluiu o 3º EM,9.585,6.276666667,-2,-2,False,True,False
RA-1184,2024,5F,5F,Aluno-1184,17,Masculino,2023,Pública,Ametista,7.411701731566668,6.666,8.658008657666668,7.51,7.291666667,7.666666666666667,6.0,7.0,10.0,,,7.5,5.0,Fase 6 (2° EM),-1,5,6,Ametista,Pública,6.666,7.5,-1,-1,False,False,False
RA-138,2024,5F,5F,Aluno-138,17,Masculino,2021,Pública,Ametista,7.3860274169,9.585,8.751803751666666,7.51,7.708333333,5.833333333333333,7.5,5.0,5.0,,,7.443333333,5.0,Fase 7 (3° EM),-2,5,7,Ametista,Pública,9.585,7.443333333,-2,-2,False,True,False
RA-1610,2024,5F,5F,Aluno-1610,17,Masculino,2024,Pública,Agata,6.7023729275666675,9.168,7.753697970666667,7.51,7.291666667,5.166666666666667,4.0,2.0,9.5,,,6.106666667,5.0,Fase 7 (3° EM),-2,5,7,Ágata,Pública,9.168,6.106666667,-2,-2,False,False,False
RA-1611,2024,5F,5F,Aluno-1611,17,Masculino,2024,Pública,Agata,6.4589186218000005,7.083,8.361426442,7.51,7.5,4.5,2.0,2.5,9.0,,,5.886666667,5.0,Fase 7 (3° EM),-2,5,7,Ágata,Pública,7.083,5.886666667,-2,-2,False,False,False
RA-1612,2024,5F,5F,Aluno-1612,18,Masculino,2024,Pública,Ametista,7.014528571366666,6.666,8.523809523666666,7.51,7.708333333,6.166666666666667,5.0,6.5,7.0,,,6.94,5.0,Fase 7 (3° EM),-2,5,7,Ametista,Pública,6.666,6.94,-2,-2,False,False,False
RA-1188,2024,5G,5G,Aluno-1188,16,Feminino,2023,Pública,Ametista,7.801633333400001,9.168,10.0,7.51,8.125,7.0,7.0,6.0,8.0,,,7.106666667,5.0,Fase 6 (2° EM),-1,5,6,Ametista,Pública,9.168,7.106666667,-1,-1,False,False,False
RA-1613,2024,5G,5G,Aluno-1613,17,Feminino,2024,Pública,Agata,6.085471428700001,8.334,7.1428571430000005,7.51,7.291666667,3.0,0.0,1.0,8.0,,,6.216666667,5.0,Fase 7 (3° EM),-2,5,7,Ágata,Pública,8.334,6.216666667,-2,-2,False,False,False
RA-244,2024,5G,5G,Aluno-244,14,Feminino,2021,Privada - Programa de Apadrinhamento,Topázio,8.7225,7.5,10.0,6.26,8.125,9.5,10.0,9.0,9.5,,,8.17,10.0,Fase 4 (9° ano),1,5,4,Topázio,Privada - Programa de Apadrinhamento,7.5,8.17,1,1,False,True,False
RA-267,2024,5G,5G,Aluno-267,17,Feminino,2021,Pública,Quartzo,5.8963067819666675,10.0,8.285533910333333,6.26,4.583333333,2.0,0.0,2.0,4.0,,,6.273333333,5.0,Fase 7 (3° EM),-2,5,7,Quartzo,Pública,10.002,6.273333333,-2,-2,False,True,False
RA-1189,2024,5G,5G,Aluno-1189,16,Feminino,2023,Pública,Ametista,7.6486387164,9.585,8.672360248333332,7.51,7.5,7.666666666666667,7.0,7.0,9.0,,,7.106666667,5.0,Fase 6 (2° EM),-1,5,6,Ametista,Pública,9.585,7.106666667,-1,-1,False,False,False
RA-113,2024,5G,5G,Aluno-113,16,Feminino,2021,Pública,Ametista,7.043536903066667,8.751,7.063851181666667,7.51,7.5,6.666666666666667,7.0,6.0,7.0,,,7.106666667,5.0,Fase 6 (2° EM),-1,5,6,Ametista,Pública,8.751,7.106666667,-1,-1,False,True,False
RA-152,2024,5L,5L,Aluno-152,17,Feminino,2022,Pública,Agata,6.5837938596,7.5,7.337719298333333,5.63,7.8125,5.166666666666667,0.0,7.5,8.0,,,7.443333333,5.0,Fase 7 (3° EM),-2,5,7,Ágata,Pública,7.5,7.443333333,-2,-2,False,False,False
RA-318,2024,5L,5L,Aluno-318,16,Feminino,2021,Pública,Ametista,7.025000925866668,7.917,9.129629629666667,7.51,7.34375,4.666666666666667,2.0,6.0,6.0,,,7.443333333,5.0,Fase 6 (2° EM),-1,5,6,Ametista,Pública,7.917,7.443333333,-1,-1,False,True,False
RA-274,2024,5L,5L,Aluno-274,13,Feminino,2021,Privada - Programa de Apadrinhamento,Topázio,8.651029629666667,8.334,9.648148147999999,5.635,8.125,9.333333333333334,9.0,9.0,10.0,,,8.226666667,10.0,Fase 3 (7° e 8° ano),2,5,3,Topázio,Privada - Programa de Apadrinhamento,8.334,8.226666667,2,2,False,True,False
RA-319,2024,5L,5L,Aluno-319,15,Masculino,2022,Pública,Ametista,7.948699561466667,9.585,9.024122807,7.51,7.34375,5.833333333333333,4.0,5.0,8.5,,,7.666666667,10.0,Fase 5 (1° EM),0,5,5,Ametista,Pública,9.585,7.666666667,0,0,False,False,False
RA-160,2024,5L,5L,Aluno-160,17,Feminino,2021,Privada - Programa de Apadrinhamento,Agata,6.855108333266668,8.334,7.416666666666667,6.26,7.34375,5.666666666666667,3.0,5.5,8.5,,,7.723333333,5.0,Fase 6 (2° EM),-1,5,6,Ágata,Privada - Programa de Apadrinhamento,8.334,7.723333333,-1,-1,False,False,False
RA-161,2024,5L,5L,Aluno-161,15,Feminino,2021,Privada - Programa de Apadrinhamento,Ametista,7.258445588333334,8.751,7.965686274666666,6.26,7.96875,4.0,5.0,7.0,0.0,,,7.836666667,10.0,Fase 5 (1° EM),0,5,5,Ametista,Privada - Programa de Apadrinhamento,8.751,7.836666667,0,0,False,True,True
RA-1614,2024,5L,5L,Aluno-1614,16,Masculino,2024,Pública,Agata,6.787898989933334,7.5,6.574494949666668,7.51,7.5,6.5,5.0,5.5,9.0,,,7.11,5.0,Fase 6 (2° EM),-1,5,6,Ágata,Pública,7.5,7.11,-1,-1,False,False,False
RA-164,2024,5L,5L,Aluno-164,17,Masculino,2021,Privada,Agata,6.837125731066667,9.585,8.084795321666666,6.26,6.25,5.666666666666667,6.0,2.0,9.0,,,6.886666667,5.0,Fase 7 (3° EM),-2,5,7,Ágata,Privada,9.585,6.886666667,-2,-2,False,True,False
RA-165,2024,5L,5L,Aluno-165,16,Feminino,2021,Privada - Programa de Apadrinhamento,Topázio,8.4627502436,7.5,9.431042884999998,7.51,7.96875,8.5,10.0,7.5,8.0,,,7.893333333,10.0,Fase 5 (1° EM),0,5,5,Topázio,Privada - Programa de Apadrinhamento,7.5,7.893333333,0,0,False,True,False
RA-1615,2024,5M,5M,Aluno-1615,15,Feminino,2024,Pública,Topázio,8.417533333333333,7.917,9.833333333333334,7.51,7.5,8.333333333333334,8.0,7.0,10.0,,,7.4575,10.0,Fase 5 (1° EM),0,5,5,Topázio,Pública,7.917,7.4575,0,0,False,False,False
RA-1616,2024,5M,5M,Aluno-1616,17,Feminino,2024,Pública,Ametista,7.147738235266668,8.334,8.436274509666667,7.51,7.1875,6.166666666666667,5.5,6.5,6.5,,,7.12,5.0,Fase 6 (2° EM),-1,5,6,Ametista,Pública,8.334,7.12,-1,-1,False,False,False
RA-271,2024,5M,5M,Aluno-271,17,Feminino,2022,Pública,Ametista,7.400633333333334,9.168,8.958333333333334,6.26,7.5,7.333333333333333,5.0,7.5,9.5,,,6.7475,5.0,Fase 6 (2° EM),-1,5,6,Ametista,Pública,9.168,6.7475,-1,-1,False,False,False
RA-316,2024,5M,5M,Aluno-316,15,Feminino,2022,Privada - Programa de Apadrinhamento,Topázio,8.708925,9.168,10.0,7.51,7.65625,8.0,8.5,7.0,8.5,,,8.3775,10.0,Fase 5 (1° EM),0,5,5,Topázio,Privada - Programa de Apadrinhamento,9.168,8.3775,0,0,False,False,False
RA-286,2024,5M,5M,Aluno-286,16,Feminino,2022,Pública,Quartzo,5.123180882333333,6.666,4.031862745000001,6.26,7.34375,3.1666666666666665,5.0,0.0,4.5,,,5.7825,5.0,Fase 6 (2° EM),-1,5,6,Quartzo,Pública,6.666,5.7825,-1,-1,False,False,False
RA-320,2024,5M,5M,Aluno-320,15,Feminino,2022,Privada - Programa de Apadrinhamento,Topázio,8.442258333333335,9.168,10.0,7.51,7.65625,6.666666666666667,7.5,5.5,7.0,,,8.3775,10.0,Fase 5 (1° EM),0,5,5,Topázio,Privada - Programa de Apadrinhamento,9.168,8.3775,0,0,False,False,False
RA-1207,2024,5M,5M,Aluno-1207,16,Feminino,2023,Pública,Agata,6.509169736866667,8.334,6.581140350999999,7.51,7.34375,5.333333333333333,4.5,1.5,10.0,,,6.5375,5.0,Fase 6 (2° EM),-1,5,6,Ágata,Pública,8.334,6.5375,-1,-1,False,False,False
RA-1617,2024,5M,5M,Aluno-1617,16,Feminino,2024,Pública,Quartzo,4.926285714266666,0.0,5.571428571333333,7.51,6.875,3.25,0.5,6.0,,,,6.1175,5.0,Fase 6 (2° EM),-1,5,6,Quartzo,Pública,0.0,6.1175,-1,-1,False,False,False
RA-158,2024,5M,5M,Aluno-158,15,Feminino,2021,Privada - Programa de Apadrinhamento,Agata,6.855159259266667,8.334,7.796296296333334,6.26,6.875,4.0,2.5,1.5,8.0,,,6.745,10.0,Fase 5 (1° EM),0,5,5,Ágata,Privada - Programa de Apadrinhamento,8.334,6.745,0,0,False,True,True
RA-306,2024,5M,5M,Aluno-306,16,Feminino,2021,Pública,Agata,6.1661539474,7.917,7.699561403666666,7.51,7.34375,2.8333333333333335,3.5,1.5,3.5,,,6.4125,5.0,Fase 6 (2° EM),-1,5,6,Ágata,Pública,7.917,6.4125,-1,-1,False,False,False
RA-1618,2024,5M,5M,Aluno-1618,17,Masculino,2024,Pública,Ametista,7.0487660130666665,8.334,7.908496732000001,7.51,7.5,6.333333333333333,5.0,7.0,7.0,,,6.83,5.0,Fase 6 (2° EM),-1,5,6,Ametista,Pública,8.334,6.83,-1,-1,False,False,False
RA-308,2024,5M,5M,Aluno-308,15,Masculino,2021,Pública,Ametista,7.489282456133334,7.083,8.714912280666667,5.635,7.5,6.5,5.5,7.0,7.0,,,7.1225,10.0,Fase 4 (9° ano),1,5,4,Ametista,Pública,7.083,7.1225,1,1,False,True,False
RA-1619,2024,5M,5M,Aluno-1619,15,Masculino,2024,Pública,Ametista,7.393951851866667,7.501,9.259259259333334,7.51,7.5,4.25,4.0,4.5,,,,7.205,10.0,Fase 4 (9° ano),1,5,4,Ametista,Pública,7.501,7.205,1,1,False,False,False
RA-299,2024,5N,5N,Aluno-299,15,Feminino,2021,Privada - Programa de Apadrinhamento,Topázio,8.177186956533333,8.751,8.963768115999999,6.26,7.5,8.166666666666666,8.0,7.5,9.0,,,7.5,10.0,Fase 4 (9° ano),1,5,4,Topázio,Privada - Programa de Apadrinhamento,8.751,7.5,1,1,False,True,False
RA-251,2024,5N,5N,Aluno-251,16,Masculino,2021,Pública,Agata,6.7135006212,8.751,8.612836439,5.63,6.875,4.5,4.0,2.5,7.0,,,7.326666667,5.0,Fase 6 (2° EM),-1,5,6,Ágata,Pública,8.751,7.326666667,-1,-1,False,True,False
RA-157,2024,5N,5N,Aluno-157,14,Feminino,2021,Privada - Programa de Apadrinhamento,Topázio,8.950566666733334,8.334,10.0,6.26,8.125,9.666666666666666,10.0,9.0,10.0,,,8.726666667,10.0,Fase 4 (9° ano),1,5,4,Topázio,Privada - Programa de Apadrinhamento,8.334,8.726666667,1,1,False,True,False
RA-1620,2024,5N,5N,Aluno-1620,16,Masculino,2024,Pública,Agata,6.652766666666667,8.751,6.666666666666667,7.51,7.5,5.166666666666667,5.5,7.0,3.0,,,7.05,5.0,Fase 6 (2° EM),-1,5,6,Ágata,Pública,8.751,7.05,-1,-1,False,False,False
RA-321,2024,5N,5N,Aluno-321,14,Feminino,2022,Pública,Topázio,8.125807932933334,7.917,9.534706331,6.26,8.125,7.166666666666667,6.0,6.0,9.5,,,7.776666667,10.0,Fase 4 (9° ano),1,5,4,Topázio,Pública,7.917,7.776666667,1,1,False,False,False
RA-1195,2024,5N,5N,Aluno-1195,18,Feminino,2022,Pública,Ametista,7.5085144926666665,9.585,9.855072463666666,5.63,7.5,6.166666666666667,8.0,5.0,5.5,,,7.663333333,5.0,Fase 7 (3° EM),-2,5,7,Ametista,Pública,9.585,7.663333333,-2,-2,False,False,False
RA-1200,2024,5N,5N,Aluno-1200,16,Feminino,2023,Pública,Quartzo,5.6415838956,7.917,7.099419478000001,6.26,7.5,1.5,0.0,4.5,0.0,,,6.27,5.0,Fase 6 (2° EM),-1,5,6,Quartzo,Pública,7.917,6.27,-1,-1,False,False,False
RA-278,2024,5N,5N,Aluno-278,14,Masculino,2021,Privada - Programa de Apadrinhamento,Topázio,8.907314492800001,9.168,9.855072463666666,7.51,8.125,9.333333333333334,9.0,9.0,10.0,,,7.946666667,10.0,Fase 4 (9° ano),1,5,4,Topázio,Privada - Programa de Apadrinhamento,9.168,7.946666667,1,1,False,True,False
RA-85,2024,5N,5N,Aluno-85,17,Masculino,2022,Pública,Agata,6.999509385733333,8.334,8.668046928999999,3.755,6.25,7.666666666666667,9.0,4.5,9.5,,,6.993333333,5.0,Fase 7 (3° EM),-2,5,7,Ágata,Pública,8.334,6.993333333,-2,-2,False,False,False
RA-279,2024,5N,5N,Aluno-279,15,Masculino,2021,Privada - Programa de Apadrinhamento,Topázio,9.113133333366667,9.168,10.0,7.51,8.333333333,9.333333333333334,10.0,8.0,10.0,,,8.726666667,10.0,Fase 4 (9° ano),1,5,4,Topázio,Privada - Programa de Apadrinhamento,9.168,8.726666667,1,1,False,True,False
RA-1621,2024,5N,5N,Aluno-1621,17,Feminino,2024,Pública,Topázio,8.107033333366667,7.917,10.0,6.26,8.333333333,8.333333333333334,7.5,7.5,10.0,,,8.446666667,5.0,Fase 6 (2° EM),-1,5,6,Topázio,Pública,7.917,8.446666667,-1,-1,False,False,False
RA-280,2024,5N,5N,Aluno-280,15,Feminino,2021,Privada - Programa de Apadrinhamento,Topázio,8.822714492700001,7.917,9.855072463666666,6.26,8.333333333,9.333333333333334,10.0,8.0,10.0,,,8.67,10.0,Fase 4 (9° ano),1,5,4,Topázio,Privada - Programa de Apadrinhamento,7.917,8.67,1,1,False,False,False
RA-1201,2024,5N,5N,Aluno-1201,16,Masculino,2023,Pública,Topázio,8.376195238033333,8.751,9.523809523666666,7.51,8.333333333,9.0,9.0,8.0,10.0,,,8.56,5.0,Fase 6 (2° EM),-1,5,6,Topázio,Pública,8.751,8.56,-1,-1,False,False,False
RA-1622,2024,5N,5N,Aluno-1622,16,Feminino,2024,Pública,Topázio,8.429066666633334,8.334,10.0,7.51,8.333333333,9.666666666666666,10.0,9.0,10.0,,,7.89,5.0,Fase 6 (2° EM),-1,5,6,Topázio,Pública,8.334,7.89,-1,-1,False,False,False
RA-132,2024,6A,6A,Aluno-132,16,Feminino,2021,Privada - Programa de Apadrinhamento,Topázio,8.4746321428,8.334,8.380952380666665,7.51,8.59375,8.333333333333334,7.0,8.0,10.0,,,8.44,10.0,Fase 6 (2° EM),0,6,6,Topázio,Privada - Programa de Apadrinhamento,8.334,8.44,0,0,False,True,False
RA-42,2024,6A,6A,Aluno-42,17,Masculino,2021,Pública,Ametista,7.656628769866667,9.168,9.682539682666667,5.635,6.796875,8.166666666666666,9.0,7.5,8.0,,,7.134,5.0,Fase 7 (3° EM),-1,6,7,Ametista,Pública,9.168,7.134,-1,-1,False,True,False
RA-1623,2024,6A,6A,Aluno-1623,17,Masculino,2024,Pública,Ametista,7.7609537037333345,9.168,8.518518518666667,6.26,7.8125,6.0,5.5,2.5,10.0,,,7.666,10.0,Fase 6 (2° EM),0,6,6,Ametista,Pública,9.168,7.666,0,0,False,False,False
RA-106,2024,6A,6A,Aluno-106,16,Feminino,2021,Privada - Programa de Apadrinhamento,Ametista,7.721664285733334,9.168,8.761904762,5.635,7.8125,5.666666666666667,7.0,3.5,6.5,,,7.872,10.0,Fase 6 (2° EM),0,6,6,Ametista,Privada - Programa de Apadrinhamento,9.168,7.872,0,0,False,True,False
RA-123,2024,6A,6A,Aluno-123,18,Masculino,2021,Privada - Programa de Apadrinhamento,Agata,6.887248015866668,7.5,8.412698412666666,5.635,6.71875,7.166666666666667,6.5,5.5,9.5,,,6.43,5.0,Fase 7 (3° EM),-1,6,7,Ágata,Privada - Programa de Apadrinhamento,7.5,6.43,-1,-1,False,True,False
RA-125,2024,6A,6A,Aluno-125,17,Feminino,2022,Privada,Agata,6.627079761933334,8.334,5.6428571430000005,7.51,7.34375,6.166666666666667,3.0,7.0,8.5,,,7.232,5.0,Fase 7 (3° EM),-1,6,7,Ágata,Privada,8.334,7.232,-1,-1,False,False,False
RA-1624,2024,6A,6A,Aluno-1624,18,Feminino,2024,Concluiu o 3º EM,Ametista,7.743213492066667,7.917,9.460317460333334,7.51,7.8125,7.5,8.0,5.5,9.0,,,7.636,5.0,Fase 7 (3° EM),-1,6,7,Ametista,Concluiu o 3º EM,7.917,7.636,-1,-1,False,False,False
RA-1625,2024,6A,6A,Aluno-1625,17,Masculino,2024,Pública,Agata,6.888194089266667,7.5,7.112887113,7.51,7.1875,4.333333333333333,3.0,2.0,8.0,,,6.896,10.0,Fase 6 (2° EM),0,6,6,Ágata,Pública,7.5,6.896,0,0,False,False,False
RA-1626,2024,6A,6A,Aluno-1626,16,Feminino,2024,Pública,Topázio,8.541085606066668,8.751,9.696969697,7.51,8.28125,7.333333333333333,5.5,6.5,10.0,,,8.404,10.0,Fase 6 (2° EM),0,6,6,Topázio,Pública,8.751,8.404,0,0,False,False,False
RA-1627,2024,6A,6A,Aluno-1627,17,Feminino,2024,Pública,Ametista,7.481547222200001,7.083,7.777777777666667,7.51,7.65625,7.833333333333333,6.0,7.5,10.0,,,8.172,5.0,Fase 7 (3° EM),-1,6,7,Ametista,Pública,7.083,8.172,-1,-1,False,False,False
RA-1628,2024,6A,6A,Aluno-1628,16,Feminino,2024,Pública,Ametista,7.500131368600001,8.334,8.509823509666667,7.51,6.875,5.833333333333333,3.0,5.0,9.5,,,6.798,10.0,Fase 6 (2° EM),0,6,6,Ametista,Pública,8.334,6.798,0,0,False,False,False
RA-112,2024,6A,6A,Aluno-112,17,Feminino,2021,Privada - Programa de Apadrinhamento,Topázio,8.052609920666667,7.083,7.978174603333333,7.51,7.96875,8.0,9.5,6.0,8.5,,,8.004,10.0,Fase 6 (2° EM),0,6,6,Topázio,Privada - Programa de Apadrinhamento,7.083,8.004,0,0,False,True,False
RA-1629,2024,6A,6A,Aluno-1629,17,Feminino,2024,Pública,Ametista,7.560550529133334,9.585,8.645502645666667,7.51,7.1875,7.25,8.75,3.0,10.0,,,7.266,5.0,Fase 7 (3° EM),-1,6,7,Ametista,Pública,9.585,7.266,-1,-1,False,False,False
RA-91,2024,6L,6L,Aluno-91,18,Feminino,2021,Privada - Programa de Apadrinhamento,Ametista,7.426704761933335,10.0,7.476190476333334,5.635,7.875,7.333333333333333,9.0,4.0,9.0,,,8.068,5.0,Fase 7 (3° EM),-1,6,7,Ametista,Privada - Programa de Apadrinhamento,10.002,8.068,-1,-1,False,True,False
RA-167,2024,6L,6L,Aluno-167,18,Feminino,2021,Privada - Programa de Apadrinhamento,Topázio,8.033470175466666,8.751,9.473684210666667,6.26,8.375,8.166666666666666,8.0,6.5,10.0,,,8.334,5.0,Fase 7 (3° EM),-1,6,7,Topázio,Privada - Programa de Apadrinhamento,8.751,8.334,-1,-1,False,True,False
RA-1203,2024,6L,6L,Aluno-1203,17,Feminino,2023,Privada - Programa de Apadrinhamento,Topázio,8.9495245614,9.168,9.649122807,7.51,8.375,9.0,8.5,9.0,9.5,,,8.572,10.0,Fase 6 (2° EM),0,6,6,Topázio,Privada - Programa de Apadrinhamento,9.168,8.572,0,0,False,False,False
RA-94,2024,6L,6L,Aluno-94,17,Feminino,2021,Privada - Programa de Apadrinhamento,Topázio,8.637033333333335,10.0,9.666666666666666,6.26,8.375,8.0,7.0,7.0,10.0,,,8.2,10.0,Fase 6 (2° EM),0,6,6,Topázio,Privada - Programa de Apadrinhamento,10.002,8.2,0,0,False,True,False
RA-81,2024,6L,6L,Aluno-81,16,Feminino,2021,Privada - Programa de Apadrinhamento,Topázio,8.256566666666668,9.168,9.333333333333334,6.26,7.875,7.5,9.0,6.5,7.0,,,7.798,10.0,Fase 6 (2° EM),0,6,6,Topázio,Privada - Programa de Apadrinhamento,9.168,7.798,0,0,False,True,False
RA-1630,2024,6L,6L,Aluno-1630,16,Masculino,2024,Privada - Programa de Apadrinhamento,Topázio,8.583133333333334,8.334,9.833333333333334,7.51,8.25,7.333333333333333,9.0,9.0,4.0,,,8.702,10.0,Fase 6 (2° EM),0,6,6,Topázio,Privada - Programa de Apadrinhamento,8.334,8.702,0,0,False,False,False
RA-171,2024,6L,6L,Aluno-171,18,Masculino,2022,Pública,Ametista,7.3289333333333335,7.5,7.833333333333333,5.635,7.625,8.333333333333334,7.0,8.0,10.0,,,7.598,5.0,Fase 7 (3° EM),-1,6,7,Ametista,Pública,7.5,7.598,-1,-1,False,False,False
RA-1220,2024,6L,6L,Aluno-1220,18,Feminino,2023,Concluiu o 3º EM,Ametista,7.143244444466667,7.083,8.555555555666666,6.885,7.5,7.666666666666667,9.0,7.0,7.0,,,6.26,5.0,Fase 7 (3° EM),-1,6,7,Ametista,Concluiu o 3º EM,7.083,6.26,-1,-1,False,False,False
RA-1631,2024,6L,6L,Aluno-1631,17,Masculino,2024,Privada,Topázio,8.186433333333333,9.585,10.0,7.51,8.5,7.166666666666667,5.0,6.5,10.0,,,8.468,5.0,Fase 7 (3° EM),-1,6,7,Topázio,Privada,9.585,8.468,-1,-1,False,False,False
RA-1632,2024,6L,6L,Aluno-1632,16,Masculino,2024,Pública,Topázio,8.389333333333335,9.168,10.0,7.51,7.75,6.666666666666667,9.0,6.0,5.0,,,8.066,10.0,Fase 6 (2° EM),0,6,6,Topázio,Pública,9.168,8.066,0,0,False,False,False
